# DVR Export: master_status
# ExportTime: 20260410_230429
# FrameCount: 480
# FirstFrameTimestamp: 0
# LastFrameTimestamp: 0
# MasterSuffix.freqShiftDone: 0
# MasterSuffix.tpFreq1: 0
# MasterSuffix.tpFreq2: 1037
# MasterSuffix.penF0NoiseCount: 64
# MasterSuffix.penF1NoiseCount: 93
# MasterSuffix.touchX: 22
# MasterSuffix.touchY: 36
Frame,Timestamp,MasterWasRead,PeakCount,ContactCount,P0_R,P0_C,P0_Z,P1_R,P1_C,P1_Z,C0_ID,C0_X,C0_Y,C0_State,C0_Area,C0_SigSum,C1_ID,C1_X,C1_Y,C1_State,C1_Area,C1_SigSum
200,0,1,5,5,24,40,1746,14,32,1987,5,40.2123,22.6942,1,9,4256,18,31.9464,12.093,1,14,7231
201,0,1,5,5,24,41,1842,27,36,2203,5,40.6148,23.4119,1,8,4741,6,35.9736,25.7284,1,10,7062
202,0,1,5,5,16,32,1755,27,37,2087,18,32.2893,14.0643,1,13,5944,6,36.3884,26.4865,1,11,7433
203,0,1,5,5,25,42,1622,16,33,1667,5,41.4059,24.7234,1,8,4791,18,32.5625,14.9833,1,13,5626
204,0,1,5,5,28,38,1524,17,33,2264,6,37.3191,27.9199,1,11,7142,10,33.9272,29.9283,1,11,7142
205,0,1,5,5,18,33,1550,26,43,1628,18,33.2632,16.6629,1,14,5267,5,42.2585,25.7934,1,9,4761
206,0,1,5,5,26,43,1741,32,35,1822,5,42.7013,26.2203,1,8,4990,10,35.0941,31.1579,1,11,7126
207,0,1,5,5,19,34,1682,30,39,2022,18,34.0019,18.036,1,12,4527,6,38.6466,29.451,1,10,7173
208,0,1,5,5,19,34,1461,27,43,2042,18,34.3494,18.5649,1,11,4507,5,43.4035,26.8267,1,8,5209
209,0,1,5,5,19,35,1559,27,44,2194,18,34.6628,18.9653,1,10,4405,5,43.68,27.0273,1,8,5513
210,0,1,5,5,19,35,1766,31,30,2428,18,34.9145,19.2422,1,11,4289,3,30.1634,31.3626,1,9,6171
211,0,1,4,5,31,30,2221,27,44,2719,3,30.4543,31.5098,1,7,6118,5,44.1464,27.2472,1,8,5437
212,0,1,5,5,19,35,2005,31,30,2197,18,35.2564,19.4409,1,12,4561,3,30.6789,31.5452,1,7,6766
213,0,1,5,5,19,35,1849,27,44,2541,18,35.3978,19.3394,1,12,4662,5,44.4623,27.2381,1,7,5762
214,0,1,5,5,18,35,1981,27,44,2219,18,35.4531,19.0869,1,12,4903,5,44.5587,27.1849,1,7,5934
215,0,1,5,5,18,35,1611,26,44,2008,18,35.4151,18.6954,1,14,5160,5,44.6282,27.0921,1,8,5631
216,0,1,5,5,17,35,1386,30,30,2265,18,35.3033,18.2096,1,9,5249,3,30.9853,30.7547,1,9,7960
217,0,1,5,5,26,44,1800,16,34,2222,5,44.6844,26.7224,1,8,3980,18,35.1474,17.6385,1,12,5639
218,0,1,5,5,25,44,2023,28,30,2163,5,44.6291,26.3592,1,8,3799,3,30.6329,29.7083,1,11,7827
219,0,1,5,5,24,44,1314,14,34,1667,5,44.4839,25.9053,1,7,3205,18,34.7181,16.4091,1,12,5489
220,0,1,5,5,24,43,1432,13,33,1692,5,44.2735,25.431,1,8,3123,18,34.4895,15.7842,1,15,6211
221,0,1,5,5,23,43,1500,26,39,1716,5,43.9909,24.8946,1,7,3544,6,40.1325,28.0954,1,10,5034
222,0,1,5,5,23,26,1364,11,33,1583,3,28.7758,26.3792,1,9,4664,18,33.9936,14.4111,1,16,6879
223,0,1,5,5,21,41,939,21,26,1366,5,43.3316,23.6993,1,9,2557,3,28.1442,25.2394,1,9,4117
224,0,1,5,5,20,25,1653,23,37,1668,3,27.3825,23.8623,1,11,3746,6,39.066,26.2054,1,9,4435
225,0,1,5,5,19,24,1186,23,31,1234,3,26.5299,22.2832,1,9,3791,10,34.0647,26.2218,1,11,4810
226,0,1,5,5,17,23,1298,18,39,1940,3,25.5762,20.6015,1,11,4045,5,41.385,20.9963,1,10,4491
227,0,1,5,5,20,30,810,16,22,1308,10,32.0684,23.5919,1,11,3894,3,24.5589,18.8541,1,11,5074
228,0,1,5,5,17,37,1285,14,22,1499,5,39.6616,18.9985,1,10,4807,3,23.5695,17.1855,1,14,5606
229,0,1,5,5,19,33,1555,4,29,1868,6,35.3534,21.419,1,9,4472,18,30.7561,6.36367,1,16,6180
230,0,1,5,5,18,33,1686,15,36,1711,6,34.595,20.5116,1,10,5024,5,38.0671,17.2459,1,8,4944
231,0,1,5,5,18,32,2052,11,20,2263,6,33.9385,19.6872,1,10,5252,3,21.1518,13.2282,1,10,6969
232,0,1,5,5,15,36,1511,2,29,1657,5,36.9293,16.0034,1,9,4812,18,29.6372,3.90181,1,10,5766
233,0,1,5,5,14,35,1439,2,29,1628,5,36.5061,15.5941,1,7,4627,18,29.3908,3.47147,1,11,5713
234,0,1,5,5,2,28,1595,14,35,1970,18,29.211,3.21505,1,9,5658,5,36.1766,15.3114,1,7,5069
235,0,1,5,5,2,28,1649,14,35,2026,18,29.0834,3.09203,1,9,5701,5,35.9539,15.1458,1,7,5039
236,0,1,5,5,14,35,1769,3,28,1995,5,35.7881,15.0866,1,7,5112,18,28.991,3.08199,1,11,6028
237,0,1,5,5,17,26,1667,15,35,2109,10,26.2753,16.8419,1,10,5939,5,35.6848,15.1219,1,9,5048
238,0,1,5,5,3,28,2046,17,31,2289,18,28.8714,3.42882,1,13,6810,6,31.9638,17.6439,1,9,5843
239,0,1,5,5,17,31,2030,16,35,2064,6,31.9026,17.6943,1,9,5323,5,35.6908,15.6385,1,9,5003
240,0,1,5,5,19,26,1404,16,35,1430,10,26.6063,18.0529,1,11,6006,5,35.8003,16.0374,1,7,4868
241,0,1,5,5,18,31,1715,19,27,2216,6,31.8719,18.1876,1,7,5156,10,26.8784,18.6336,1,10,6491
242,0,1,5,5,19,32,1767,18,36,1977,6,32.0039,18.6985,1,9,5742,5,36.206,17.0155,1,9,4575
243,0,1,5,5,18,37,1483,20,32,1950,5,36.4991,17.5495,1,8,4056,6,32.2365,19.2864,1,8,5304
244,0,1,5,5,19,37,1921,18,21,2098,5,36.8413,18.1017,1,8,4428,3,21.0034,16.4048,1,15,7645
245,0,1,4,5,22,33,2140,20,22,2227,6,32.8925,20.5793,1,10,6754,10,28.4485,21.4338,1,10,6754
246,0,1,5,5,21,38,1138,10,31,2134,5,37.5017,19.0609,1,7,3900,18,30.0311,8.05621,1,22,7386
247,0,1,5,5,23,35,1675,21,39,2260,6,33.7452,21.8629,1,10,6596,10,29.6341,23.053,1,10,6596
248,0,1,5,5,12,32,1853,24,35,1973,18,30.9031,10.047,1,19,7427,6,34.2858,22.5805,1,9,7030
249,0,1,5,5,22,41,1634,14,32,1778,5,39.2762,20.9923,1,10,4729,18,31.4754,11.2249,1,16,6613
250,0,1,5,5,26,26,1725,23,41,1945,3,25.1106,23.4577,1,13,6787,5,40.0112,21.6391,1,8,5061
251,0,1,5,5,15,34,1530,27,27,2140,18,32.7974,13.5953,1,16,6349,3,26.1631,24.8544,1,11,8261
252,0,1,5,5,23,43,1254,28,28,2063,5,41.4978,22.8099,1,11,4431,3,27.1976,26.0768,1,13,7152
253,0,1,5,5,17,35,1500,24,43,2088,18,34.0607,15.6857,1,11,5175,5,42.2511,23.3125,1,9,4803
254,0,1,5,5,17,35,1793,24,44,2101,18,34.5761,16.5049,1,13,5502,5,43.0303,23.7903,1,8,4505
255,0,1,5,5,24,45,1275,29,31,1581,5,43.811,24.218,1,9,3758,3,29.8909,28.8085,1,9,5818
256,0,1,5,5,25,45,1738,30,31,2130,5,44.4848,24.544,1,7,4189,3,30.5625,29.3306,1,9,5742
257,0,1,5,5,25,45,1714,30,31,2098,5,44.959,24.7348,1,7,4325,3,31.0313,29.646,1,7,5506
258,0,1,5,5,25,45,1644,29,31,1994,5,45.2664,24.8349,1,7,4607,3,31.3228,29.7354,1,8,5022
259,0,1,5,5,24,45,1844,17,35,2315,5,45.4315,24.8698,1,7,4943,18,35.4677,17.7778,1,13,5881
260,0,1,5,5,28,31,1402,16,35,1528,3,31.2688,29.2165,1,9,4125,18,35.3227,17.4668,1,12,5948
261,0,1,5,5,27,30,1515,24,45,1657,3,31.0028,28.6595,1,10,3496,5,45.3625,24.6794,1,7,3760
262,0,1,4,5,26,29,1146,15,34,1703,3,30.5724,28.0022,1,8,2977,18,34.8064,16.4233,1,17,6537
263,0,1,5,5,25,28,1075,22,43,1755,3,30.0374,27.2145,1,8,2894,5,44.6664,24.0666,1,10,4787
264,0,1,5,5,24,27,667,22,42,999,3,29.463,26.3558,1,8,2375,5,44.1149,23.6005,1,7,2399
265,0,1,4,5,23,27,863,21,41,2229,3,28.8283,25.4993,1,8,2908,5,43.4552,23.044,1,9,4555
266,0,1,4,5,23,36,750,20,40,1455,6,39.8202,26.4984,1,7,2556,5,42.8773,22.5226,1,9,4170
267,0,1,4,5,19,40,1429,10,31,1696,5,42.3006,21.9595,1,9,3847,18,33.2071,12.88,1,18,6837
268,0,1,4,4,18,39,1735,21,34,2101,5,41.5479,21.1821,1,10,4414,6,37.8962,24.6601,1,12,6881
269,0,1,5,5,17,23,1137,17,38,1793,7,23.6172,17.6289,0,9,2938,5,40.764,20.264,1,9,4250
270,0,1,5,5,16,22,994,21,34,1512,7,23.0352,16.3477,0,11,3353,6,36.3378,22.9021,1,9,4946
271,0,1,5,5,15,22,1614,16,38,1623,7,22.9471,16.1623,1,10,3761,5,39.3783,18.4329,1,8,4167
272,0,1,5,5,14,22,1266,16,37,1398,7,22.8271,15.8877,1,10,4040,5,38.9031,17.7045,1,6,4291
273,0,1,5,5,16,38,1417,14,22,1603,5,38.5948,17.1906,1,6,4510,7,22.7142,15.6003,1,10,4182
274,0,1,5,5,14,22,1471,16,38,1765,7,22.6559,15.4091,1,9,4342,5,38.4241,16.8585,1,7,4767
275,0,1,5,5,15,22,1647,19,34,2037,7,22.6855,15.3808,1,12,4214,6,34.6489,20.2811,1,9,5524
276,0,1,5,5,17,38,1248,16,23,1328,5,38.5596,16.8334,1,11,4481,7,22.8395,15.5237,1,11,3926
277,0,1,5,5,17,23,1480,17,39,1506,7,23.0693,15.8751,1,12,4545,5,38.928,17.1878,1,9,4798
278,0,1,5,5,18,24,1371,19,40,1775,7,23.4102,16.4654,1,12,4203,5,39.4043,17.7349,1,10,4100
279,0,1,4,5,9,33,1595,23,33,1734,18,32.2506,7.87849,1,19,6924,10,31.2885,22.1317,1,11,6412
280,0,1,5,5,21,42,1198,22,26,1416,5,40.6384,19.1347,1,9,3971,7,24.5765,18.3696,1,10,4322
281,0,1,5,5,22,44,1490,23,28,1510,5,41.4344,19.997,1,8,4705,7,25.705,20.1362,1,10,5365
282,0,1,5,5,23,45,1803,25,40,1914,5,42.4725,21.0066,1,9,4492,6,37.4166,22.8955,1,12,6646
283,0,1,5,5,14,36,1153,27,30,1932,18,34.5471,11.3623,1,13,4858,7,28.5089,23.9827,1,10,5510
284,0,1,5,5,15,38,1034,24,47,1492,18,35.566,12.7184,1,13,4867,5,44.8432,23.0417,1,9,4549
285,0,1,5,5,16,39,769,30,41,2022,18,36.655,14.0674,1,16,3794,10,38.4864,28.1303,1,13,6993
286,0,1,5,5,17,39,1335,25,49,1735,18,37.7559,15.3288,1,13,3890,5,47.2455,24.6401,1,10,4598
287,0,1,5,5,18,40,1221,26,49,1286,18,38.7082,16.3809,1,10,3240,5,48.3125,25.1928,1,8,4545
288,0,1,4,5,29,46,1697,26,50,1820,6,44.5649,28.1613,1,10,6675,10,42.2094,30.6231,1,10,6675
289,0,1,4,5,26,50,1721,32,36,2301,5,49.802,25.7596,1,8,4448,7,35.8233,31.5561,1,9,5933
290,0,1,5,5,17,39,1183,25,50,1662,8,39.8906,17.6641,0,9,3679,5,50.1726,25.835,1,7,4686
291,0,1,5,5,16,39,1338,31,36,2053,8,39.3008,16.9297,0,11,4693,7,36.5448,31.8787,1,9,6267
292,0,1,5,5,15,38,2036,28,46,2288,8,39.1642,16.6832,1,11,5010,6,46.0397,28.9388,1,9,8339
293,0,1,5,5,14,37,1501,25,49,1805,8,38.8683,16.2203,1,11,4775,5,50.1213,25.5138,1,9,4108
294,0,1,5,5,13,37,2065,28,45,2296,8,38.4814,15.5428,1,14,5115,6,45.9994,28.8476,1,8,6194
295,0,1,6,6,29,33,548,12,36,1470,9,33.1562,29.0078,0,7,3361,7,33.9337,29.4852,1,7,3361
296,0,1,5,6,22,46,1488,11,36,1493,5,48.1633,24.2272,1,9,4448,8,37.6864,13.5659,1,11,5189
297,0,1,5,5,10,36,1306,22,45,1725,8,37.4037,12.434,1,14,5054,5,47.5278,23.7087,1,9,4082
298,0,1,5,5,9,36,1013,25,42,1800,8,37.2469,11.2533,1,13,4682,6,44.0767,27.4008,1,9,5522
299,0,1,5,5,8,37,1393,20,44,1920,8,37.214,10.1935,1,13,4057,5,46.4157,22.5415,1,9,4160
300,0,1,4,5,7,37,1516,25,35,1801,8,37.3087,9.26495,1,13,3739,10,37.5609,27.755,1,9,5311
301,0,1,5,5,7,37,964,19,44,1058,8,37.4959,8.44232,1,15,3491,5,45.4812,21.2706,1,9,3721
302,0,1,5,5,6,38,1067,18,44,1508,8,37.7546,7.77761,1,14,3193,5,45.0995,20.5634,1,10,3992
303,0,1,5,5,6,38,911,18,44,2042,8,38.1075,7.3368,1,13,3107,5,44.8838,20.0041,1,9,4480
304,0,1,5,5,6,39,971,18,44,1590,8,38.5152,7.02384,1,18,3116,5,44.8442,19.633,1,8,4140
305,0,1,5,5,6,39,739,19,45,1254,8,38.9641,6.94817,1,16,3330,5,45.1069,19.44,1,7,4544
306,0,1,4,5,19,47,1594,24,35,2632,5,45.7406,19.4369,1,12,3698,10,35.2911,24.6741,1,9,7402
307,0,1,5,5,7,40,771,20,48,819,8,39.8041,7.13964,1,13,3023,5,46.6329,19.6191,1,8,2667
308,0,1,4,5,8,41,934,25,37,2218,8,40.2793,7.41064,1,15,3235,10,36.2904,25.1063,1,11,7423
309,0,1,5,5,8,41,1273,21,51,1630,8,40.7043,7.79289,1,13,3574,5,48.5007,20.2203,1,8,3354
310,0,1,5,5,9,41,1179,22,52,1253,8,41.0399,8.28873,1,15,3791,5,49.678,20.7704,1,7,3577
311,0,1,5,5,10,41,1121,22,53,1516,8,41.2886,8.91949,1,11,3799,5,50.8102,21.2744,1,10,3462
312,0,1,5,5,11,41,1250,22,53,1351,8,41.4578,9.66633,1,14,4100,5,51.8635,21.8084,1,8,4309
313,0,1,5,5,12,41,1346,27,35,1479,8,41.5715,10.4735,1,12,4508,7,33.0203,25.1675,1,8,3824
314,0,1,5,5,28,36,890,23,55,1369,7,34.2804,26.0964,1,7,3184,5,53.6068,22.7247,1,8,3978
315,0,1,4,5,28,37,1177,14,41,1533,7,35.5671,27.0455,1,8,3540,8,41.749,12.1931,1,12,5229
316,0,1,5,5,23,55,1311,29,38,1442,5,54.7659,23.3457,1,7,3968,7,36.7345,27.9173,1,7,3414
317,0,1,5,5,24,56,1179,29,39,1223,5,55.2491,23.6182,1,4,3964,7,37.7571,28.7039,1,8,3455
318,0,1,4,5,30,39,1813,16,41,1828,7,38.5648,29.3646,1,8,3952,8,41.8581,14.5152,1,13,6025
319,0,1,4,4,30,39,1426,27,50,1564,7,39.1392,29.8459,1,7,4243,6,48.7885,27.2445,1,10,6392
320,0,1,5,5,30,39,1460,28,50,1962,7,39.4778,30.1294,1,7,4333,6,49.3918,27.5752,1,9,6802
321,0,1,5,5,24,55,1576,30,39,1964,11,56,24.375,0,7,4145,7,39.6115,30.265,1,7,4296
322,0,1,4,5,16,41,1739,30,39,2091,8,41.4196,15.9187,1,10,6537,7,39.5206,30.2393,1,8,4679
323,0,1,5,5,24,54,1488,29,38,2101,11,55.6665,24.2951,1,6,4230,7,39.2062,29.9883,1,8,4511
324,0,1,5,5,28,37,1444,27,50,1618,7,38.7117,29.6129,1,8,3773,6,50.219,28.0222,1,10,6707
325,0,1,4,5,27,36,1264,27,49,1603,7,38.0776,29.0728,1,7,3490,6,50.0899,27.9616,1,7,4568
326,0,1,5,5,27,35,1226,23,51,1420,7,37.3998,28.4951,1,7,3062,11,53.9537,23.7981,1,8,3820
327,0,1,6,6,27,49,403,26,47,1277,6,49.5152,27.6504,1,5,2019,12,47.4922,26.9648,0,5,2019
328,0,1,4,6,26,45,1391,22,50,1605,12,45.9414,26.2578,0,11,6423,10,44.5375,29.7702,1,11,6423
329,0,1,5,5,24,32,1661,22,49,1881,7,35.4476,26.7751,1,8,3346,11,51.2041,22.8745,1,7,4867
330,0,1,5,5,21,48,1570,23,31,1751,11,50.2679,22.5614,1,7,4526,7,34.4373,25.9449,1,9,3887
331,0,1,5,5,22,30,1527,21,47,1828,7,33.2792,24.9406,1,8,3494,11,49.355,22.2831,1,9,4090
332,0,1,4,5,21,47,1569,25,43,2073,11,48.501,22.0443,1,8,4351,12,44.8963,25.7559,1,9,5426
333,0,1,5,5,24,43,1468,20,28,1549,12,44.4202,25.5346,1,9,5836,7,31.0444,23.0579,1,8,4188
334,0,1,5,5,21,45,1695,20,27,2066,11,47.0547,21.6856,1,8,4198,7,29.8082,22.078,1,10,4564
335,0,1,5,5,20,27,1241,21,45,2389,7,28.783,21.276,1,9,4639,11,46.4482,21.58,1,9,4526
336,0,1,5,5,25,35,1896,19,26,1971,10,36.6032,25.8131,1,10,6639,7,27.9989,20.6798,1,8,4622
337,0,1,5,5,24,40,1636,21,44,1944,12,42.1086,24.5709,1,7,5610,11,45.5434,21.5087,1,8,4740
338,0,1,5,5,19,26,1930,24,40,2252,7,26.893,19.9731,1,10,5325,12,41.6487,24.4283,1,9,5920
339,0,1,5,5,24,34,1891,19,25,1981,10,34.8659,25.0721,1,9,6745,7,26.5109,19.7893,1,10,5505
340,0,1,5,5,21,44,1467,24,40,2103,11,44.6271,21.7153,1,8,4534,12,40.9147,24.2762,1,8,5381
341,0,1,5,5,22,43,1436,24,39,1646,11,44.3562,21.8319,1,9,4471,12,40.5787,24.2469,1,8,4701
342,0,1,5,5,24,39,1992,24,33,2172,12,40.1906,24.2271,1,7,4361,10,33.7824,24.8425,1,9,6293
343,0,1,4,5,19,25,1835,24,32,2150,7,25.3798,19.3123,1,10,6764,10,33.4372,24.7918,1,8,5700
344,0,1,4,4,24,32,1151,19,24,1945,10,32.9628,24.7337,1,9,3769,7,25.1813,19.1649,1,14,7546
345,0,1,4,4,7,32,2267,18,24,2542,8,32.1499,7.9439,1,15,9427,7,24.9901,19.0197,1,9,7746
346,0,1,4,4,8,31,2225,22,42,2523,8,32.0941,7.94034,1,15,9419,11,42.872,22.3923,1,9,4976
347,0,1,4,4,22,42,2084,8,31,2210,11,42.6049,22.4655,1,7,5016,8,32.0528,7.92874,1,16,9093
348,0,1,5,5,24,36,1321,22,42,1828,13,36.043,24.1406,0,5,3585,11,42.3909,22.5174,1,7,5190
349,0,1,5,5,22,41,1916,24,36,2002,11,42.2471,22.567,1,7,5281,13,35.9883,24.207,0,8,6051
350,0,1,5,5,22,42,1857,24,36,2369,11,42.1669,22.615,1,7,5444,13,35.9899,24.2168,1,9,6915
351,0,1,5,5,22,42,2010,24,36,2503,11,42.1334,22.6578,1,7,5694,13,35.9961,24.2384,1,8,7348
352,0,1,5,5,19,24,2062,22,42,2149,7,24.4897,18.7311,1,10,6944,11,42.1438,22.6972,1,8,5916
353,0,1,5,5,22,42,2451,20,25,2633,11,42.2728,22.7681,1,8,7019,7,24.6981,19.1871,1,14,8520
354,0,1,5,5,23,42,2210,20,25,3178,11,42.4187,22.8395,1,10,6973,7,24.9208,19.6466,1,11,8453
355,0,1,5,5,23,42,2145,21,25,2907,11,42.569,22.9075,1,8,6566,7,25.141,20.0939,1,13,8505
356,0,1,5,5,23,43,1855,21,25,2777,11,42.729,22.9719,1,9,6315,7,25.3514,20.5403,1,10,8432
357,0,1,5,5,23,43,2394,22,26,2463,11,42.8883,23.0329,1,9,6551,7,25.5444,20.9651,1,10,8394
358,0,1,5,5,23,43,2715,24,36,2791,11,43.0468,23.0892,1,9,6861,13,36.4377,24.6166,1,12,9812
359,0,1,5,5,25,36,2274,22,26,2959,13,36.5442,24.7113,1,11,9726,10,32.8417,26.1846,1,11,9726
360,0,1,5,5,25,37,2473,23,26,3052,13,36.6895,24.8174,1,12,9948,10,33.0279,26.3741,1,12,9948
361,0,1,5,5,23,43,2926,25,37,3072,11,43.4476,23.2541,1,7,6285,13,36.829,24.9293,1,12,9991
362,0,1,5,5,23,43,2780,23,26,3594,11,43.554,23.3003,1,9,6304,7,26.2136,22.7839,1,9,9372
363,0,1,5,5,23,43,2599,24,26,2891,11,43.6489,23.3428,1,8,6258,7,26.3203,23.0979,1,10,9310
364,0,1,5,5,23,44,2255,24,26,3508,11,43.7436,23.3835,1,8,6124,7,26.4405,23.422,1,11,9235
365,0,1,5,5,25,38,2420,23,44,2554,13,37.4777,25.4362,1,13,10165,10,33.8711,27.3954,1,13,10165
366,0,1,5,5,25,38,2261,23,44,2869,13,37.6907,25.5928,1,12,10209,10,34.0864,27.6135,1,12,10209
367,0,1,5,5,23,44,2907,26,38,3182,11,44.0895,23.5291,1,9,6226,13,37.9229,25.769,1,10,10149
368,0,1,5,5,23,44,2689,26,38,3030,11,44.2184,23.5771,1,9,6281,13,38.1681,25.9497,1,11,10242
369,0,1,5,5,23,44,2199,26,39,3351,11,44.3625,23.626,1,10,6340,13,38.4836,26.1287,1,12,10499
370,0,1,5,5,23,45,1981,26,28,3102,11,44.5102,23.674,1,10,6266,7,28.0942,25.5552,1,10,10185
371,0,1,5,5,23,45,2329,26,40,2392,11,44.669,23.7192,1,8,6360,13,39.1818,26.4771,1,12,10578
372,0,1,5,5,23,45,2457,26,40,2656,11,44.8393,23.7561,1,9,6435,13,39.5269,26.6313,1,11,10506
373,0,1,5,5,23,45,2408,27,30,3088,11,45.0096,23.7867,1,9,6438,7,29.3108,26.5216,1,13,10322
374,0,1,5,5,23,45,2272,27,40,3069,11,45.1792,23.8179,1,11,6722,13,40.1033,26.8867,1,11,10457
375,0,1,5,5,23,45,2071,27,40,2785,11,45.332,23.8392,1,11,6587,13,40.3318,26.97,1,11,10391
376,0,1,5,5,23,45,1943,27,40,2413,11,45.4673,23.8546,1,11,6485,13,40.5155,27.0235,1,11,10612
377,0,1,5,5,23,45,1836,27,41,2150,11,45.5829,23.8644,1,10,6384,13,40.7025,27.0503,1,12,10729
378,0,1,5,5,23,45,1839,26,41,2246,11,45.6753,23.868,1,9,6446,13,40.8499,27.0371,1,12,11478
379,0,1,5,5,23,46,1994,26,41,2319,11,45.741,23.861,1,10,6766,13,40.9505,27.0124,1,12,12160
380,0,1,5,5,23,45,2123,26,41,2486,11,45.7885,23.8443,1,9,6818,13,41.0217,26.9776,1,11,11632
381,0,1,5,5,23,45,2507,26,41,2510,11,45.8193,23.8192,1,9,7078,13,41.0587,26.9337,1,12,10473
382,0,1,5,5,26,41,2551,23,45,2868,13,41.0761,26.871,1,11,9362,10,37.7586,28.847,1,11,9362
383,0,1,5,5,26,41,2606,23,45,3013,13,41.0721,26.7968,1,11,9009,10,37.6398,28.6602,1,11,9009
384,0,1,5,5,26,40,2631,23,45,2803,13,41.0347,26.7084,1,11,9062,10,37.4391,28.394,1,11,9062
385,0,1,5,5,23,45,1618,26,40,2923,11,45.6104,23.5189,1,7,4715,13,40.9811,26.605,1,9,7225
386,0,1,5,5,22,44,2465,26,36,2714,11,45.4213,23.3414,1,7,4985,10,36.9767,27.8673,1,13,9210
387,0,1,5,5,22,44,2519,25,40,2546,11,45.1874,23.1427,1,9,5075,13,40.8076,26.3495,1,8,7499
388,0,1,5,5,22,44,1633,23,29,3083,11,44.9267,22.9315,1,7,4808,7,29.7292,24.7993,1,11,11174
389,0,1,5,5,22,43,1706,26,35,2865,11,44.6538,22.7211,1,8,4677,10,36.1329,27.0171,1,12,8987
390,0,1,5,5,21,43,1960,25,39,2584,11,44.3878,22.515,1,8,4707,13,40.425,25.8916,1,9,7146
391,0,1,5,5,21,43,2210,25,39,2831,11,44.1043,22.321,1,8,5030,13,40.2512,25.7369,1,9,6335
392,0,1,5,5,21,43,1779,25,39,2375,11,43.8257,22.1345,1,8,4651,13,40.057,25.5788,1,9,6236
393,0,1,5,5,24,39,1763,21,42,2212,13,39.839,25.4101,1,9,5317,11,43.5501,21.9549,1,7,4746
394,0,1,4,5,21,42,2533,24,33,3167,11,43.2713,21.7912,1,9,4826,10,34.3018,25.4807,1,9,7856
395,0,1,4,4,21,42,2104,21,27,2650,11,42.9853,21.6388,1,8,4697,7,27.9851,22.7191,1,11,9323
396,0,1,4,4,21,41,1527,21,26,3035,11,42.6902,21.5114,1,7,4418,7,27.5748,22.2637,1,13,8790
397,0,1,4,4,23,31,1902,21,41,2019,10,32.9572,24.5523,1,13,7425,11,42.3856,21.4025,1,8,4636
398,0,1,4,4,21,41,1828,19,25,2321,11,42.0709,21.3049,1,7,4846,7,26.582,21.1321,1,13,7798
399,0,1,4,4,21,41,1233,19,25,2370,11,41.7554,21.2191,1,6,4741,7,26.0983,20.5388,1,14,7984
400,0,1,4,4,20,40,1740,18,24,2371,11,41.452,21.1397,1,7,4662,7,25.6549,19.9695,1,15,7696
401,0,1,4,4,20,40,1972,23,30,3315,11,41.1627,21.0709,1,7,4942,10,31.4037,23.5269,1,16,10004
402,0,1,4,4,20,40,1730,23,30,3156,11,40.8877,21.0293,1,7,5017,10,31.0549,23.3602,1,10,9420
403,0,1,5,5,20,40,1383,22,34,2674,11,40.6479,21.0079,1,7,4984,14,34.5547,22.7188,0,8,4944
404,0,1,5,5,20,39,1333,18,24,2658,11,40.4565,21.0006,1,8,5175,7,24.4655,18.5803,1,16,8201
405,0,1,5,5,21,40,1495,18,24,2579,11,40.3196,21.0222,1,6,5246,7,24.3333,18.4544,1,15,7982
406,0,1,5,5,21,40,1698,18,24,2603,11,40.2285,21.0611,1,8,5430,7,24.2419,18.4173,1,16,7928
407,0,1,5,5,21,40,2144,18,24,2463,11,40.1828,21.1137,1,9,5801,7,24.2221,18.5345,1,13,7940
408,0,1,5,5,21,40,2493,22,34,2528,11,40.1783,21.1872,1,8,5836,14,34.5759,22.8407,1,10,7894
409,0,1,5,5,23,34,2257,20,24,2771,14,34.6192,22.8985,1,11,8043,10,30.4382,23.3829,1,11,8043
410,0,1,5,5,23,35,2340,20,25,2672,14,34.7249,22.9908,1,11,8018,10,30.6947,23.6769,1,11,8018
411,0,1,5,5,21,40,2308,24,31,3032,11,40.4189,21.4945,1,7,5775,10,30.9952,24.0012,1,11,8861
412,0,1,5,5,21,41,1537,23,35,1793,11,40.5839,21.6149,1,8,5655,14,35.1386,23.3264,1,13,8628
413,0,1,5,5,22,41,2103,25,33,2676,11,40.7899,21.741,1,8,5938,10,31.7533,24.7333,1,11,9237
414,0,1,5,5,24,36,2814,22,41,2834,14,35.8085,23.8648,1,11,9600,10,32.1536,25.1047,1,11,9600
415,0,1,5,5,22,41,2491,24,37,2612,11,41.25,21.99,1,10,6700,14,36.2442,24.1632,1,12,10465
416,0,1,5,5,22,42,3186,25,37,3485,11,41.5045,22.1204,1,11,6817,14,36.6823,24.4956,1,12,10608
417,0,1,5,5,22,42,2170,12,33,2645,11,41.7872,22.2714,1,11,6708,8,32.1555,11.0685,1,28,12202
418,0,1,5,5,23,43,2183,26,38,2505,11,42.1398,22.4574,1,11,6629,14,37.6606,25.2333,1,12,11132
419,0,1,5,5,23,43,2600,29,36,3572,11,42.5728,22.6967,1,11,7102,10,35.2582,27.7987,1,12,10767
420,0,1,5,5,14,34,2523,26,40,2627,8,33.2184,13.2036,1,21,10771,14,38.8852,26.0634,1,13,11336
421,0,1,5,5,23,45,1650,15,34,3429,11,43.6494,23.2771,1,13,6255,8,33.5674,13.8973,1,18,10148
